anmalningsalternativKod,antagningsomgangKod,titel,organisation,studieort,utbildningsniva,undervisningssprak,studietakt,undervisningstid,undervisningsform,poang,poangEnhet,valdaAmnesNamn,examinaNamn,forkunskapskrav,studieavgiftTotal,studieavgiftDelsumma,kursbeskrivningUrl,distansBeskrivning,program,ar,startvecka,anmalningskod
80499,HT2026,Kompletterande utbildning för personer med utländsk psykologexamen,Lunds universitet,Lund,Avancerad nivå,Svenska,100,Dagtid,Normal,"90,0",hp,Psykologi | Psykologi,,"För behörighet till programmet krävs: en utländsk psykologexamen som i utförandelandet ger behörighet att utöva arbete som psykolog eller, om yrket i utfärdandelandet inte är reglerat, ska omfatta minst fyra år och ge en examen på avancerad nivå (exempelvis masterexamen i psykologi med klinisk inriktning). Att examen inkluderar psykologins kärnområden, exempelvis kognitions-, inlärnings- och utvecklingspsykologi. Att examen innehåller forskningsmetodik och psykiatri/psykopatologi eller motsvarande (till exempel mental hälsa eller psykisk hälsa). Att examen inkluderar praktiska inslag, alternativt att den sökande har dokumenterad relevant yrkeserfarenhet. Kunskaper i svenska och engelska motsvarande Svenska 3 eller Svenska som andraspråk 3 respektive Engelska 5.",247500,82500,http://www.lu.se/lubas/i-uoh-lu-SAKPU/80499,,True,2026,202635,HT2026-LU-80499
91700,KUBH26,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Karolinska institutet,Huddinge,Avancerad nivå,Svenska,100,Dagtid,Normal,"60,0",hp,Hälsa och sjukvård | Omvårdnad,,"Avslutad eftergymnasial sjuksköterskeutbildning från land utanför EU/EES samt Schweiz, av Socialstyrelsen utfärdat beslut om utredning i form av kunskapsprov för sjuksköterskor. Godkända kunskaper i svenska enligt bestämmelser för grundläggande behörighet för grundnivå, Svenska B eller Svenska 3, med lägst betyget godkänd/E.",180000,90000,https://utbildning.ki.se/program/kompletterande-utbildning-for-sjukskoterskor-med-utlandsk-examen-fran-land-utanfor-euees-och-schweiz,,True,2026,202636,KUBH26-KI-91700
91800,KUBH26,Kompletterande utbildning för tandläkare med utländsk examen från land utanför EU/EES och Schweiz,Karolinska institutet,Huddinge,Avancerad nivå,Svenska,100,Dagtid,Normal,"60,0",hp,Odontologi,,"Tandläkarexamen från land utanför EU/EES-området samt Schweiz, av Socialstyrelsen utfärdat beslut om utredning i form av kunskapsprov eller minst en avslutad fyraårig utbildning samt ett års dokumenterad klinisk verksamhet. Godkända kunskaper i svenska enligt bestämmelser för grundläggande behörighet för grundnivå, Svenska B eller Svenska 3, med lägst betyget godkänd/E.",380000,190000,https://utbildning.ki.se/program/kompletterande-utbildning-for-tandlakare-med-utlandsk-examen-fran-land-utanfor-euees-och-schweiz,,True,2026,202636,KUBH26-KI-91800
82001,HT2026,Kompletterande utbildning för veterinärer med utländsk examen från land utanför EU/EES och Schweiz,"SLU, Sveriges lantbruksuniversitet",Uppsala,Avancerad nivå,Svenska,100,Dagtid,Normal,"120,0",hp,Djursjukvård,,"Veterinärexamen från land utanför EU/EES och Schweiz, beslut från Jordbruksverket om kompletterande utbildning, svenska motsvarande kravet för grundläggande behörighet samt Engelska 6.",602000,150500,https://www.slu.se/utbildning/program-kurser/kurs/cffb4fa8-532e-11f0-a591-202c9aa04d72,,True,2026,202703,HT2026-SLU-82001
P3190,HT2026,Kompletteringsutbildning för apotekare med utländsk examen,Uppsala universitet,Uppsala,Grund-avancerad,Svenska,100,Dagtid,Distans,"100,0",hp,Farmaci | Biomedicin | Läkemedelskemi | Biologi | Kemi,,Utländsk apotekarexamen/avslutad apotekarutbildning som omfattar minst fem år och motsvarar en svensk apotekarexamen om 300 hp. Dessutom krävs kunskaper i svenska och engelska motsvarande Svenska 3 eller Svenska som andraspråk 3 respektive Engelska 6.,300000,90000,https://www.uu.se/utbildning/program?query=KUAPO,,True,2026,202636,HT2026-UU-P3190
P3790,HT2026,Kompletteringsutbildning för biomedicinska analytiker med utländsk examen,Uppsala universitet,Uppsala,Grundnivå,Svenska,100,Dagtid,Normal,"90,0",hp,Biomedicin | Biomedicinsk laboratorievetenskap | Biokemi,,"Utländsk kandidatexamen alternativt en avslutad tvåårig eftergymnasial utbildning med inriktning mot biomedicinsk laboratorievetenskap eller motsvarande. Tidigare utbildning ska, förutom biomedicinsk laboratorievetenskap, inkludera anatomi, fysiologi, kemi och biokemi motsvarande 40 hp tillsammans. Dessutom krävs kunskaper i svenska och engelska motsvarande Svenska 3 eller Svenska som andraspråk 3 respektive Engelska 6.",270000,90000,https://www.uu.se/utbildning/program?query=KUBMA,,True,2026,202636,HT2026-UU-P3790
P3792,HT2026,Kompletteringsutbildning för biomedicinska analytiker med utländsk examen,Uppsala universitet,Sundsvall,Grundnivå,Svenska,100,Dagtid,Normal,"90,0",hp,Biomedicin | Biomedicinsk laboratorievetenskap | Biokemi,,"Utländsk kandidatexamen alternativt en avslutad tvåårig eftergymnasial utbildning med inriktning mot biomedicinsk laboratorievetenskap eller motsvarande. Tidigare utbildning ska, förutom biomedicinsk laboratorievetenskap, inkludera anatomi, fysiologi, kemi och biokemi motsvarande 40 hp tillsammans. Dessutom krävs kunskaper i svenska och engelska motsvarande Svenska 3 eller Svenska som andraspråk 3 respektive Engelska 6.",270000,90000,https://www.uu.se/utbildning/program?query=KUBMA,,True,2026,202636,HT2026-UU-P3792
09GLZ,HT2026,Kompletteringsutbildning för biomedicinska analytiker med utländsk examen,Högskolan Kristianstad,Kristianstad,Grundnivå,Svenska,100,Dagtid,Normal,"105,0",hp,Biomedicin | Biomedicinsk laboratorievetenskap,,"Kunskaper i svenska och engelska motsvarande kraven för grundläggande behörighet för högskolestudier (svenska 3 och engelska 6) samt en utländsk kandidatexamen alternativt en avslutad 2-årig eftergymnasial utbildning med inriktning mot biomedicinsk laboratorievetenskap eller motsvarande. Tidigare utbildning ska, förutom biomedicinsk laboratorievetenskap, inkludera anatomi, fysiologi, kemi och biokemi motsvarande minst 40 hp tillsammans.",210000,60000,https://www.hkr.se/program/NKUB2,,True,2026,202636,HT2026-HKR-09GLZ
P2590,HT2026,Kompletteringsutbildning för psykologer med utländsk examen,Uppsala universitet,Uppsala,Grund-avancerad,Svenska,100,Dagtid,Normal,"90,0",hp,Psykologi,,"Utländsk psykologexamen som i utfärdandelandet ger behörighet att utöva arbete som psykolog eller, om yrket i utfärdandelandet inte är reglerat, ska omfatta minst fyra år och ge en examen på avancerad nivå (exempelvis masterexamen i psykologi med klinisk inriktning). Examen ska inkludera psykologins kärnområden, exempelvis kognitions-, inlärnings- och utvecklingspsykologi. Den ska innehålla forskningsmetodik och psykiatri/psykopatologi eller motsvarande (till exempel mental hälsa eller psykisk hälsa). Examen ska även inkludera praktiska inslag, alternativt att den sökande har dokumenterad relevant yrkeserfarenhet. Det krävs också att det bedömda kompletteringsbehovet i omfattning inte överskrider vad som kan tillgodoses under utbildningstiden. Dessutom krävs kunskaper i svenska och engelska motsvarande Svenska 3 eller Svenska som andraspråk 3 respektive Engelska 5.",247500,82500,https://www.uu.se/utbildning/program?query=KUPSY,,True,2026,202636,HT2026-UU-P2590
29155,39SULANH26,Kompletteringsutbildning för utländska jurister,Stockholms universitet,Stockholm,Grundnivå,Svenska,100,Dagtid,Normal,"120,0",hp,Juridik,Juristexamen,Denna utbildning ges i enlighet med förordningen om högskoleutbildning som kompletterar avslutad utländsk utbildning (SFS 2008:1101). För tillträde till utbildningen krävs 1. Utländsk juristexamen om minst tre år vilken ska innehålla 3 års juridiska kurser; och 2. Betyg i Svenska B/3 (eller motsvarande) med lägsta betyget Godkänd. 3. Betyg i Engelska B/6 (eller motsvarande) med lägsta betyget Godkänd.,180000,45000,https://su.se/utbildningskatalog/JJKOM?semester=HT2026&eventcode=29155,,True,2026,202636,39SULANH26-SU-29155
90325,HT2026,Kompletteringsutbildningen för biomedicinska analytiker med utländsk examen,Linköpings universitet,Linköping,Grundnivå,Svenska,100,Dagtid,Normal,"90,0",hp,Biomedicin | Biomedicin | Biomedicinsk laboratorievetenskap | Molekylärbiologi,,"Grundläggande behörighet på grundnivå Utländsk kandidatexamen eller Avslutad 2-årig eftergymnasial utbildning med inriktning mot biomedicinsk laboratorievetenskap eller motsvarande. Tidigare utbildning ska förutom biomedicinsk laboratorievetenskap, inkludera anatomi, fysiologi, kemi och biokemi med en omfattning motsvarande minst 40 hp.",319500,106500,https://liu.se/utbildning/program/mkuba,,True,2026,202645,HT2026-LIU-90325
18003,HT2026,Konservatorsprogrammet,Göteborgs universitet,Göteborg,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Kulturvård,Kandidatexamen,Grundläggande behörighet,1065000,177500,https://www.gu.se/studera/ddcac0f9-8995-11f0-86ba-675da05741d8,,True,2026,202636,HT2026-GU-18003
80639,MUSIKHT26,"Konstnärlig kandidat, musiker",Karlstads universitet,Arvika,Grundnivå,Engelska,100,Dagtid,Normal,"180,0",hp,Musik,,Grundläggande behörighet,870000,145000,https://www.kau.se/utbildning/program-och-kurser/program/HGMSK?occasion=80639,,True,2026,202636,MUSIKHT26-KAU-80639
80650,MUSIKHT26,Konstnärlig master musiker,Karlstads universitet,Arvika,Avancerad nivå,Engelska,100,Dagtid,Normal,"120,0",hp,Musik,,Konstnärlig kandidatexamen i musik 180 hp eller motsvarande samt godkänt färdighetsprov. Gymnasiets Engelska kurs 6 eller B.,580000,145000,https://www.kau.se/utbildning/program-och-kurser/program/HAMSK?occasion=80650,,True,2026,202636,MUSIKHT26-KAU-80650
50020,KONST1HT26,Konstnärligt kandidatprogram i design,Göteborgs universitet,Göteborg,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,"Konst, design och media | Design",,Grundläggande behörighet,996000,166000,https://www.gu.se/studera/af00549c-8e1f-11f0-b29b-713806674b84,,True,2026,202636,KONST1HT26-GU-50020
80603,HT2026,Konstnärligt kandidatprogram i dramatiskt skrivande,Lunds universitet,Malmö,Grundnivå,Svenska,100,Blandade tider,Normal,"180,0",hp,Scen och medier,Kandidatexamen,Grundläggande behörighet,1215000,202500,http://www.lu.se/lubas/i-uoh-lu-KGDSK/80603,,True,2026,202636,HT2026-LU-80603
50022,KONST1HT26,Konstnärligt kandidatprogram i film,Göteborgs universitet,Göteborg,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Film,,Grundläggande behörighet,1875000,312500,https://www.gu.se/studera/019d9bb9-8e1c-11f0-b29b-713806674b84,,True,2026,202636,KONST1HT26-GU-50022
,,Konstnärligt kandidatprogram i Form,Beckmans Designhögskola,Stockholm,Grundnivå,Svenska,100,Dagtid,Normal,180,hp,"Konst, design och media | Design",,,780000,130000,https://beckmans.se/studera/kandidatutbildning/form/,,True,2026,0,-BDH-
50023,KONST1HT26,Konstnärligt kandidatprogram i fotografi,Göteborgs universitet,Göteborg,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Fotografi,,Grundläggande behörighet,996000,166000,https://www.gu.se/studera/8b5371c4-8e1e-11f0-b29b-713806674b84,,True,2026,202636,KONST1HT26-GU-50023
50021,KONST1HT26,Konstnärligt kandidatprogram i fri konst,Göteborgs universitet,Göteborg,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,"Fri konst | Konst, design och media",,Grundläggande behörighet,996000,166000,https://www.gu.se/studera/dafad1ac-8e1a-11f0-b29b-713806674b84,,True,2026,202636,KONST1HT26-GU-50021
80605,KONST1HT26,Konstnärligt kandidatprogram i fri konst,Lunds universitet,Malmö,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Fri konst,Kandidatexamen,Grundläggande behörighet,615000,102500,http://www.lu.se/lubas/i-uoh-lu-KGFKO/80605,,True,2026,202636,KONST1HT26-LU-80605
50016,IKHT26,Konstnärligt kandidatprogram i konsthantverk med inriktning Crafting Futures,Göteborgs universitet,Bengtsfors,Grundnivå,Engelska,100,Dagtid,Normal,"180,0",hp,"Konst, design och media | Konsthantverk",,Grundläggande behörighet,996000,166000,https://www.gu.se/studera/8737bb59-8d72-11f0-86ba-675da05741d8,,True,2026,202636,IKHT26-GU-50016
50017,KONST1HT26,"Konstnärligt kandidatprogram i konsthantverk, Keramikkonst",Göteborgs universitet,Göteborg,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,"Konst, design och media | Konsthantverk",,Grundläggande behörighet,996000,166000,https://www.gu.se/studera/b6d0dfed-8d74-11f0-86ba-675da05741d8,,True,2026,202636,KONST1HT26-GU-50017
50018,KONST1HT26,"Konstnärligt kandidatprogram i konsthantverk, Smyckekonst",Göteborgs universitet,Göteborg,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,"Konst, design och media | Konsthantverk",,Grundläggande behörighet,996000,166000,https://www.gu.se/studera/c8b6d2a3-8d75-11f0-86ba-675da05741d8,,True,2026,202636,KONST1HT26-GU-50018
50019,KONST1HT26,"Konstnärligt kandidatprogram i konsthantverk, Textilkonst",Göteborgs universitet,Göteborg,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,"Konst, design och media | Konsthantverk",,Grundläggande behörighet,996000,166000,https://www.gu.se/studera/5af92fd7-8d77-11f0-86ba-675da05741d8,,True,2026,202636,KONST1HT26-GU-50019
80620,MUSIKHT26,Konstnärligt kandidatprogram i kyrkomusik,Lunds universitet,Malmö,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Musik,Kandidatexamen,Grundläggande behörighet samt Musikhögskolans antagningsprov.,585000,97500,http://www.lu.se/lubas/i-uoh-lu-KGKYM/80620,,True,2026,202636,MUSIKHT26-LU-80620
50013,HT2026,Konstnärligt kandidatprogram i litterär gestaltning,Göteborgs universitet,Göteborg,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,"Konst, design och media | Författande; Litterär gestaltning; Kreativt skrivande",,Grundläggande behörighet,996000,166000,https://www.gu.se/studera/182e0cb6-8d70-11f0-86ba-675da05741d8,,True,2026,202636,HT2026-GU-50013
50014,IKHT26,Konstnärligt kandidatprogram i Metallgestaltning,Göteborgs universitet,Bengtsfors,Grundnivå,Engelska,100,Dagtid,Normal,"180,0",hp,"Konst, design och media | Konsthantverk",,Grundläggande behörighet,996000,166000,https://www.gu.se/studera/f7e0becd-8d70-11f0-86ba-675da05741d8,,True,2026,202636,IKHT26-GU-50014
,,Konstnärligt kandidatprogram i Mode,Beckmans Designhögskola,Stockholm,Grundnivå,Svenska,100,Dagtid,Normal,180,hp,"Konst, design och media | Design",,,780000,130000,https://beckmans.se/studera/kandidatutbildning/mode/,,True,2026,0,-BDH-
70000,MUSIKHT26,Konstnärligt kandidatprogram i musik med inriktning kyrkomusik,Kungl. Musikhögskolan i Stockholm,Stockholm,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Musik,,,792000,132000,https://www.kmh.se/utbildningar/alla-utbildningar/kandidatprogram/musiker-kyrkomusik.html,,True,2026,202636,MUSIKHT26-KMH-70000
80630,MUSIKHT26,"Konstnärligt kandidatprogram i musik, Arrangering/komposition jazzinriktning",Lunds universitet,Malmö,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Musik,Kandidatexamen,Grundläggande behörighet samt Musikhögskolans antagningsprov.,585000,97500,http://www.lu.se/lubas/i-uoh-lu-KGMUS-ARKJ/80630,,True,2026,202636,MUSIKHT26-LU-80630
80631,MUSIKHT26,"Konstnärligt kandidatprogram i musik, Arrangering/komposition klassisk inriktning",Lunds universitet,Malmö,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Musik,Kandidatexamen,Grundläggande behörighet samt Musikhögskolans antagningsprov.,585000,97500,http://www.lu.se/lubas/i-uoh-lu-KGMUS-ARKK/80631,,True,2026,202636,MUSIKHT26-LU-80631
80632,MUSIKHT26,"Konstnärligt kandidatprogram i musik, Blockflöjt",Lunds universitet,Malmö,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Musik,Kandidatexamen,Grundläggande behörighet samt Musikhögskolans antagningsprov.,585000,97500,http://www.lu.se/lubas/i-uoh-lu-KGMUS-BLFL/80632,,True,2026,202636,MUSIKHT26-LU-80632
80633,MUSIKHT26,"Konstnärligt kandidatprogram i musik, Cembalo",Lunds universitet,Malmö,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Musik,Kandidatexamen,Grundläggande behörighet samt Musikhögskolans antagningsprov.,585000,97500,http://www.lu.se/lubas/i-uoh-lu-KGMUS-CEMB/80633,,True,2026,202636,MUSIKHT26-LU-80633
80634,MUSIKHT26,"Konstnärligt kandidatprogram i musik, Folk- och världsmusik",Lunds universitet,Malmö,Grundnivå,Engelska,100,Dagtid,Normal,"180,0",hp,Musik,Kandidatexamen,Grundläggande behörighet samt Musikhögskolans antagningsprov.,585000,97500,http://www.lu.se/lubas/i-uoh-lu-KGMUS-FOV%C3%84/80634,,True,2026,202636,MUSIKHT26-LU-80634
80635,MUSIKHT26,"Konstnärligt kandidatprogram i musik, Gitarr",Lunds universitet,Malmö,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Musik,Kandidatexamen,Grundläggande behörighet samt Musikhögskolans antagningsprov.,585000,97500,http://www.lu.se/lubas/i-uoh-lu-KGMUS-GITA/80635,,True,2026,202636,MUSIKHT26-LU-80635
80636,MUSIKHT26,"Konstnärligt kandidatprogram i musik, Individuell studiegång",Lunds universitet,Malmö,Grundnivå,Engelska,100,Dagtid,Normal,"180,0",hp,Musik,Kandidatexamen,Grundläggande behörighet samt Musikhögskolans antagningsprov.,585000,97500,http://www.lu.se/lubas/i-uoh-lu-KGMUS-INST/80636,,True,2026,202636,MUSIKHT26-LU-80636
53002,MUSIKHT26,"Konstnärligt kandidatprogram i musik, inriktning improvisation",Göteborgs universitet,Göteborg,Grundnivå,Engelska,100,Dagtid,Normal,"180,0",hp,Musik,,Grundläggande behörighet för högskolestudier. Särskild behörighet i form av musikaliska kunskaper och färdigheter som prövas vid antagningsprov. Antagningsprovet är också grund för urval bland behöriga sökande.,996000,166000,https://www.gu.se/studera/46f2029e-83ff-11f0-9c7b-35519b7c45bb,,True,2026,202636,MUSIKHT26-GU-53002
53000,MUSIKHT26,"Konstnärligt kandidatprogram i musik, inriktning Individuell studiegång",Göteborgs universitet,Göteborg,Grundnivå,Svenska,100,Dagtid,Normal,"180,0",hp,Musik,,Grundläggande behörighet för högskolestudier. Särskild behörighet i form av musikaliska kunskaper och färdigheter som prövas vid antagningsprov. Antagningsprovet är också grund för urval bland behöriga sökande.,996000,166000,https://www.gu.se/studera/92db11a3-83f2-11f0-9c7b-35519b7c45bb,,True,2026,202636,MUSIKHT26-GU-53000
