anmalningsalternativKod,antagningsomgangKod,titel,organisation,studieort,utbildningsniva,undervisningssprak,studietakt,undervisningstid,undervisningsform,poang,poangEnhet,valdaAmnesNamn,examinaNamn,forkunskapskrav,studieavgiftTotal,studieavgiftDelsumma,kursbeskrivningUrl,distansBeskrivning,program,ar,startvecka,anmalningskod
G0635,HT2026,Kompletterande pedagogisk utbildning - Ingång teknik åk 7 – 9,Linnéuniversitetet (Kalmar Växjö),Växjö,Grund-avancerad,Svenska,100,Blandade tider,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Barn och ungdom",Ämneslärarexamen,"Grundläggande behörighet för studier på grundnivå samt särskild behörighet enligt följande: Inriktning mot arbete i grundskolans årskurs 7-9 Ämneskunskaper i minst ett undervisningsämne i grundskolans årskurs 7-9 som motsvarar ämnesstudier om minst 90 högskolepoäng. För examensomfattningen 240 och 270 högskolepoäng måste ämnesstudierna inkludera ett självständigt arbete om minst 15 högskolepoäng. Behörighetskraven för respektive undervisningsämne som erbjuds vid Linnéuniversitetet uppdateras inför varje antagningsomgång. För information gällande behörighetskrav, se Linnéuniversitetets hemsida.",232500,77500,https://lnu.se/program/LGKPU/20262/G0635,,True,2026,202636,HT2026-LNU-G0635
G0636,HT2026,Kompletterande pedagogisk utbildning - Ingång tyska åk 7 – 9 eller gymnasiet,Linnéuniversitetet (Kalmar Växjö),Växjö,Grund-avancerad,Svenska,100,Blandade tider,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Barn och ungdom",Ämneslärarexamen,"Grundläggande behörighet för studier på grundnivå samt särskild behörighet enligt följande: Inriktning mot arbete i grundskolans årskurs 7-9 Ämneskunskaper i minst ett undervisningsämne i grundskolans årskurs 7-9 som motsvarar ämnesstudier om minst 90 högskolepoäng. För examensomfattningen 240 och 270 högskolepoäng måste ämnesstudierna inkludera ett självständigt arbete om minst 15 högskolepoäng. Inriktning mot arbete i gymnasieskolan Ämneskunskaper i minst ett undervisningsämne i gymnasieskolan som motsvarar ämnesstudier om minst 120 högskolepoäng. För examensomfattningen 300 och 330 högskolepoäng måste ämnesstudierna inkludera ett självständigt arbete om minst 15 högskolepoäng. Ämnet får inte vara ett yrkesämne. Behörighetskraven för respektive undervisningsämne som erbjuds vid Linnéuniversitetet uppdateras inför varje antagningsomgång. För information gällande behörighetskrav, se Linnéuniversitetets hemsida.",232500,77500,https://lnu.se/program/LGKPU/20262/G0636,,True,2026,202636,HT2026-LNU-G0636
40083,HT2026,Kompletterande pedagogisk utbildning - Ämneslärare - Inriktning mot arbete i grundskolans årskurs 7-9,Mälardalens universitet,Eskilstuna,Grundnivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Barn och ungdom | Utbildningsvetenskap | Pedagogik",Ämneslärarexamen,"Grundläggande behörighet för högskolestudier. En generell examen om 180 hp på grundnivå inom en huvudområdesgrupp enligt bilaga 1 till Förordning om försöksverksamhet med kompletterande pedagogisk utbildning som leder till grundlärarexamen eller ämneslärarexamen (2021:1336), eller en yrkesexamen enligt bilaga1 till Förordning om försöksverksamhet med kompletterande pedagogisk utbildning som leder till grundlärarexamen eller ämneslärarexamen (2021:1336). Endast examina enligt bilaga 2 till Förordning om försöksverksamhet med kompletterande pedagogisk utbildning som leder till grundlärarexamen eller ämneslärarexamen (2021:1336) som leder till undervisningsbehörighet i grundskolans årskurs 7-9 i ämnena Engelska, Fysik, Geografi, Historia, Kemi, Matematik, Religionskunskap, Samhällskunskap, Svenska och Teknik är aktuella som särskild behörighet till denna utbildning. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund för särskild behörighet enlig SFS 2021:1336.",100000,50000,https://www.mdu.se/utbildning/program/GLM04?l=sv,,True,2026,202635,HT2026-MDU-40083
40084,HT2026,Kompletterande pedagogisk utbildning - Ämneslärare - Inriktning mot arbete i gymnasieskolan,Mälardalens universitet,Eskilstuna,Grundnivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Barn och ungdom | Utbildningsvetenskap | Pedagogik",Ämneslärarexamen,"Grundläggande behörighet för högskolestudier. En generell examen om 180 hp på grundnivå inom en huvudområdesgrupp enligt bilaga 1 till Förordning om försöksverksamhet med kompletterande pedagogisk utbildning som leder till grundlärarexamen eller ämneslärarexamen (2021:1336) och en generell examen om lägst 60 hp på avancerad nivå, inom samma huvudområdesgrupp, eller en yrkesexamen enligt bilaga1 till Förordning om försöksverksamhet med kompletterande pedagogisk utbildning som leder till grundlärarexamen eller ämneslärarexamen (2021:1336). Endast examina enligt bilaga 2 till Förordning om försöksverksamhet med kompletterande pedagogisk utbildning som leder till grundlärarexamen eller ämneslärarexamen (2021:1336) som leder till undervisningsbehörighet i gymnasieskolan i ämnena Engelska, Fysik, Geografi, Historia, Kemi, Matematik, Religionskunskap, Samhällskunskap, Svenska och Teknik är aktuella som särskild behörighet till denna utbildning. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund för särskild behörighet enlig SFS 2021:1336.",100000,50000,https://www.mdu.se/utbildning/program/GLM04?l=sv,,True,2026,202635,HT2026-MDU-40084
66855,HT2026,"Kompletterande pedagogisk utbildning - Ämneslärare grundskolans åk 7-9, ett undervisningsämne",Malmö universitet,MALMÖ,Grund-avancerad,Svenska,100,Dagtid,Normal,"90,0",hp,Utbildningsvetenskap | Pedagogik,Ämneslärarexamen,,225000,75000,https://www.mau.se/utbildningstillfalle/e19852b3-2b41-11f0-be11-0d05041c4592,,True,2026,202636,HT2026-MAU-66855
66857,HT2026,"Kompletterande pedagogisk utbildning - Ämneslärare grundskolans åk 7-9, tre undervisningsämnen",Malmö universitet,MALMÖ,Grund-avancerad,Svenska,100,Dagtid,Normal,"90,0",hp,Utbildningsvetenskap | Pedagogik,Ämneslärarexamen,,225000,75000,https://www.mau.se/utbildningstillfalle/421edc74-2b42-11f0-be11-0d05041c4592,,True,2026,202636,HT2026-MAU-66857
66856,HT2026,"Kompletterande pedagogisk utbildning - Ämneslärare grundskolans åk 7-9, två undervisningsämnen",Malmö universitet,MALMÖ,Grund-avancerad,Svenska,100,Dagtid,Normal,"90,0",hp,Utbildningsvetenskap | Pedagogik,Ämneslärarexamen,,225000,75000,https://www.mau.se/utbildningstillfalle/097f033a-2b42-11f0-be11-0d05041c4592,,True,2026,202636,HT2026-MAU-66856
66858,HT2026,"Kompletterande pedagogisk utbildning - Ämneslärare gymnasieskolan, ett undervisningsämne",Malmö universitet,MALMÖ,Grund-avancerad,Svenska,100,Dagtid,Normal,"90,0",hp,Utbildningsvetenskap | Pedagogik,Ämneslärarexamen,,225000,75000,https://www.mau.se/utbildningstillfalle/5f7515c8-2b42-11f0-be11-0d05041c4592,,True,2026,202636,HT2026-MAU-66858
66859,HT2026,"Kompletterande pedagogisk utbildning - Ämneslärare gymnasieskolan, två undervisningsämnen",Malmö universitet,MALMÖ,Grund-avancerad,Svenska,100,Dagtid,Normal,"90,0",hp,Utbildningsvetenskap | Pedagogik,Ämneslärarexamen,"Högskoleutbildning om minst 210 hp där ett ämne omfattar minst 120 hp och ytterligare ett ämne om minst 90 hp alt. minst 120 hp om ämnet utgörs av kombinationen svenska/samhällskunskap, samt ett självständigt arbete om 15 hp i något av undervisningsämnena. Med ämne avses relevant skolämne i gymnasieskolan i något av följande undervisningsämne 1 om 120 hp: Biologi, Fysik, Kemi, Matematik, Naturkunskap, Franska, Italienska, Spanska, Tyska, Modersmål, Svenska, Engelska, Idrott och hälsa, Samhällskunskap, Psykologi, Pedagogik, Svenska som andraspråk. Som undervisningsämne 2 om 90 hp: Biologi, Fysik, Kemi, Matematik, Naturkunskap, Franska, Italienska, Spanska, Tyska, Modersmål, Engelska, Idrott och hälsa, Psykologi, Pedagogik, Geografi, Historia, Religionskunskap, Svenska som andraspråk, Filosofi. Som undervisningsämne 2 om 120 hp: Svenska (endast i kombination med Samhällskunskap) eller Samhällskunskap (endast i kombination med Svenska) Specifika ämneskrav se särskild lista. Kunskaper motsvarande grundläggande behörighet, se www.antagning.se",225000,75000,https://www.mau.se/utbildningstillfalle/7e88ddd8-2b42-11f0-be11-0d05041c4592,,True,2026,202636,HT2026-MAU-66859
80610,HT2026,"Kompletterande pedagogisk utbildning 60hp, Engelska 7-9",Karlstads universitet,Karlstad,Avancerad nivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik",,"För antagning till Kompletterande pedagogisk utbildning krävs, förutom grundläggande behörighet, särskild behörighet, SvB/Sv2B, EnA alternativt Svenska 3/Svenska som andraspråk 3 och Engelska 6, samt för ämneslärarexamen med inriktning mot arbete i grundskolans årskurs 7-9 1\. en generell examen om 180 högskolepoäng på grundnivå inom en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 2\. en yrkesexamen enligt bilaga 1 SFS 2021:1336. Särskild behörighet till utbildningen har också den som har 1\. en äldre generell examen om lägst det antal högskolepoäng som framgår av 12 eller 13 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, 2\. en äldre generell examen om lägst det antal högskolepoäng som sammantaget framgår av 14 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 3\. en äldre yrkesexamen som motsvarar en yrkesexamen enligt bilaga 1 SFS 2021:1336. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:1336).",120000,60000,https://www.kau.se/utbildning/program-och-kurser/program/LAKHE?occasion=80610,,True,2026,202636,HT2026-KAU-80610
80611,HT2026,"Kompletterande pedagogisk utbildning 60hp, Engelska gymnasieskolan",Karlstads universitet,Karlstad,Avancerad nivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik",,"För antagning till Kompletterande pedagogisk utbildning krävs, förutom grundläggande behörighet, särskild behörighet, SvB/Sv2B, EnA alternativt Svenska 3/Svenska som andraspråk 3 och Engelska 6, samt för ämneslärarexamen med inriktning mot arbete i gymnasieskolan 1\. en generell examen om 180 högskolepoäng på grundnivå inom en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336 och en generell examen om lägst 60 högskolepoäng på avancerad nivå, inom samma huvudområdesgrupp, eller 2\. en yrkesexamen enligt bilaga 1 SFS 2021:1336. Särskild behörighet till utbildningen har också den som har 1\. en äldre generell examen om lägst det antal högskolepoäng som framgår av 12 eller 13 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, 2\. en äldre generell examen om lägst det antal högskolepoäng som sammantaget framgår av 14 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 3\. en äldre yrkesexamen som motsvarar en yrkesexamen enligt bilaga 1 SFS 2021:1336. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS",120000,60000,https://www.kau.se/utbildning/program-och-kurser/program/LAKGE?occasion=80611,,True,2026,202636,HT2026-KAU-80611
80613,HT2026,"Kompletterande pedagogisk utbildning 60hp, Företagsekonomi gymnasieskolan",Karlstads universitet,Karlstad,Avancerad nivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik",,"För antagning till Kompletterande pedagogisk utbildning krävs, förutom grundläggande behörighet, särskild behörighet, SvB/Sv2B, EnA alternativt Svenska 3/Svenska som andraspråk 3 och Engelska 6, samt för ämneslärarexamen med inriktning mot arbete i gymnasieskolan 1\. en generell examen om 180 högskolepoäng på grundnivå inom en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336 och en generell examen om lägst 60 högskolepoäng på avancerad nivå, inom samma huvudområdesgrupp, eller 2\. en yrkesexamen enligt bilaga 1 SFS 2021:1336. Särskild behörighet till utbildningen har också den som har 1\. en äldre generell examen om lägst det antal högskolepoäng som framgår av 12 eller 13 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, 2\. en äldre generell examen om lägst det antal högskolepoäng som sammantaget framgår av 14 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 3\. en äldre yrkesexamen som motsvarar en yrkesexamen enligt bilaga 1 SFS 2021:1336. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS",120000,60000,https://www.kau.se/utbildning/program-och-kurser/program/LAKGF?occasion=80613,,True,2026,202636,HT2026-KAU-80613
80614,HT2026,"Kompletterande pedagogisk utbildning 60hp, Geografi 7-9",Karlstads universitet,Karlstad,Avancerad nivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik",,"**Behörighetskrav** För antagning till Kompletterande pedagogisk utbildning krävs, förutom grundläggande behörighet, särskild behörighet, SvB/Sv2B, EnA alternativt Svenska 3/Svenska som andraspråk 3 och Engelska 6, samt för ämneslärarexamen med inriktning mot arbete i grundskolans årskurs 7-9 1\. en generell examen om 180 högskolepoäng på grundnivå inom en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 2\. en yrkesexamen enligt bilaga 1 SFS 2021:1336. Särskild behörighet till utbildningen har också den som har 1\. en äldre generell examen om lägst det antal högskolepoäng som framgår av 12 eller 13 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, 2\. en äldre generell examen om lägst det antal högskolepoäng som sammantaget framgår av 14 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 3\. en äldre yrkesexamen som motsvarar en yrkesexamen enligt bilaga 1 SFS 2021:1336. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:1336).",120000,60000,https://www.kau.se/utbildning/program-och-kurser/program/LAKHG?occasion=80614,,True,2026,202636,HT2026-KAU-80614
80615,HT2026,"Kompletterande pedagogisk utbildning 60hp, Geografi gymnasieskolan",Karlstads universitet,Karlstad,Avancerad nivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik",,"**Behörighetskrav** För antagning till Kompletterande pedagogisk utbildning krävs, förutom grundläggande behörighet, särskild behörighet, SvB/Sv2B, EnA alternativt Svenska 3/Svenska som andraspråk 3 och Engelska 6, samt för ämneslärarexamen med inriktning mot arbete i gymnasieskolan 1\. en generell examen om 180 högskolepoäng på grundnivå inom en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336 och en generell examen om lägst 60 högskolepoäng på avancerad nivå, inom samma huvudområdesgrupp, eller 2\. en yrkesexamen enligt bilaga 1 SFS 2021:1336. Särskild behörighet till utbildningen har också den som har 1\. en äldre generell examen om lägst det antal högskolepoäng som framgår av 12 eller 13 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, 2\. en äldre generell examen om lägst det antal högskolepoäng som sammantaget framgår av 14 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 3\. en äldre yrkesexamen som motsvarar en yrkesexamen enligt bilaga 1 SFS 2021:1336. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till sär",120000,60000,https://www.kau.se/utbildning/program-och-kurser/program/LAKGG?occasion=80615,,True,2026,202636,HT2026-KAU-80615
80616,HT2026,"Kompletterande pedagogisk utbildning 60hp, Historia 7-9",Karlstads universitet,Karlstad,Avancerad nivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik",,"För antagning till Kompletterande pedagogisk utbildning krävs, förutom grundläggande behörighet, särskild behörighet, SvB/Sv2B, EnA alternativt Svenska 3/Svenska som andraspråk 3 och Engelska 6, samt för ämneslärarexamen med inriktning mot arbete i grundskolans årskurs 7-9 1\. en generell examen om 180 högskolepoäng på grundnivå inom en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 2\. en yrkesexamen enligt bilaga 1 SFS 2021:1336. Särskild behörighet till utbildningen har också den som har 1\. en äldre generell examen om lägst det antal högskolepoäng som framgår av 12 eller 13 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, 2\. en äldre generell examen om lägst det antal högskolepoäng som sammantaget framgår av 14 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 3\. en äldre yrkesexamen som motsvarar en yrkesexamen enligt bilaga 1 SFS 2021:1336. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:13",120000,60000,https://www.kau.se/utbildning/program-och-kurser/program/LAKHH?occasion=80616,,True,2026,202636,HT2026-KAU-80616
80617,HT2026,"Kompletterande pedagogisk utbildning 60hp, Historia gymnasieskolan",Karlstads universitet,Karlstad,Avancerad nivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik",,"**Behörighetskrav** För antagning till Kompletterande pedagogisk utbildning krävs, förutom grundläggande behörighet, särskild behörighet, SvB/Sv2B, EnA alternativt Svenska 3/Svenska som andraspråk 3 och Engelska 6, samt för ämneslärarexamen med inriktning mot arbete i gymnasieskolan 1\. en generell examen om 180 högskolepoäng på grundnivå inom en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336 och en generell examen om lägst 60 högskolepoäng på avancerad nivå, inom samma huvudområdesgrupp, eller 2\. en yrkesexamen enligt bilaga 1 SFS 2021:1336. Särskild behörighet till utbildningen har också den som har 1\. en äldre generell examen om lägst det antal högskolepoäng som framgår av 12 eller 13 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, 2\. en äldre generell examen om lägst det antal högskolepoäng som sammantaget framgår av 14 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 3\. en äldre yrkesexamen som motsvarar en yrkesexamen enligt bilaga 1 SFS 2021:1336. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till sär",120000,60000,https://www.kau.se/utbildning/program-och-kurser/program/LAKGH?occasion=80617,,True,2026,202636,HT2026-KAU-80617
80618,HT2026,"Kompletterande pedagogisk utbildning 60hp, Idrott och hälsa 7-9",Karlstads universitet,Karlstad,Avancerad nivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik",,"För antagning till Kompletterande pedagogisk utbildning krävs, förutom grundläggande behörighet, särskild behörighet, SvB/Sv2B, EnA alternativt Svenska 3/Svenska som andraspråk 3 och Engelska 6, samt för ämneslärarexamen med inriktning mot arbete i grundskolans årskurs 7-9 1\. en generell examen om 180 högskolepoäng på grundnivå inom en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 2\. en yrkesexamen enligt bilaga 1 SFS 2021:1336. Särskild behörighet till utbildningen har också den som har 1\. en äldre generell examen om lägst det antal högskolepoäng som framgår av 12 eller 13 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, 2\. en äldre generell examen om lägst det antal högskolepoäng som sammantaget framgår av 14 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 3\. en äldre yrkesexamen som motsvarar en yrkesexamen enligt bilaga 1 SFS 2021:1336. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:1336).",120000,60000,https://www.kau.se/utbildning/program-och-kurser/program/LAKHI?occasion=80618,,True,2026,202636,HT2026-KAU-80618
80619,HT2026,"Kompletterande pedagogisk utbildning 60hp, Idrott och hälsa gymnasieskolan",Karlstads universitet,Karlstad,Avancerad nivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik",,"**Behörighetskrav** För antagning till Kompletterande pedagogisk utbildning krävs, förutom grundläggande behörighet, särskild behörighet, SvB/Sv2B, EnA alternativt Svenska 3/Svenska som andraspråk 3 och Engelska 6, samt för ämneslärarexamen med inriktning mot arbete i gymnasieskolan 1\. en generell examen om 180 högskolepoäng på grundnivå inom en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336 och en generell examen om lägst 60 högskolepoäng på avancerad nivå, inom samma huvudområdesgrupp, eller 2\. en yrkesexamen enligt bilaga 1 SFS 2021:1336. Särskild behörighet till utbildningen har också den som har 1\. en äldre generell examen om lägst det antal högskolepoäng som framgår av 12 eller 13 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, 2\. en äldre generell examen om lägst det antal högskolepoäng som sammantaget framgår av 14 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 3\. en äldre yrkesexamen som motsvarar en yrkesexamen enligt bilaga 1 SFS 2021:1336. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till sär",120000,60000,https://www.kau.se/utbildning/program-och-kurser/program/LAKGI?occasion=80619,,True,2026,202636,HT2026-KAU-80619
83171,HT2026,"Kompletterande pedagogisk utbildning 60hp, inriktning 7-9",Luleå tekniska universitet,Ortsoberoende,Grundnivå,Svenska,100,Dagtid,Distans,"60,0",hp,Utbildningsvetenskap | Pedagogik,Ämneslärarexamen,Grundläggande behörighet,114000,57000,https://www.ltu.se/utbildning/program/lykug-kompletterande-pedagogisk-utbildning-60hp,,True,2026,202636,HT2026-LTU-83171
83172,HT2026,"Kompletterande pedagogisk utbildning 60hp, inriktning gymnasiet",Luleå tekniska universitet,Ortsoberoende,Grundnivå,Svenska,100,Dagtid,Distans,"60,0",hp,Utbildningsvetenskap | Pedagogik,Ämneslärarexamen,Grundläggande behörighet,114000,57000,https://www.ltu.se/utbildning/program/lykug-kompletterande-pedagogisk-utbildning-60hp,,True,2026,202636,HT2026-LTU-83172
80620,HT2026,"Kompletterande pedagogisk utbildning 60hp, Religion 7-9",Karlstads universitet,Karlstad,Avancerad nivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik",,"**Behörighetskrav** För antagning till Kompletterande pedagogisk utbildning krävs, förutom grundläggande behörighet, särskild behörighet, SvB/Sv2B, EnA alternativt Svenska 3/Svenska som andraspråk 3 och Engelska 6, samt för ämneslärarexamen med inriktning mot arbete i grundskolans årskurs 7-9 1\. en generell examen om 180 högskolepoäng på grundnivå inom en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 2\. en yrkesexamen enligt bilaga 1 SFS 2021:1336. Särskild behörighet till utbildningen har också den som har 1\. en äldre generell examen om lägst det antal högskolepoäng som framgår av 12 eller 13 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, 2\. en äldre generell examen om lägst det antal högskolepoäng som sammantaget framgår av 14 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 3\. en äldre yrkesexamen som motsvarar en yrkesexamen enligt bilaga 1 SFS 2021:1336. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:1336).",120000,60000,https://www.kau.se/utbildning/program-och-kurser/program/LAKHR?occasion=80620,,True,2026,202636,HT2026-KAU-80620
80621,HT2026,"Kompletterande pedagogisk utbildning 60hp, Religion gymnasieskolan",Karlstads universitet,Karlstad,Avancerad nivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik",,"**Behörighetskrav** För antagning till Kompletterande pedagogisk utbildning krävs, förutom grundläggande behörighet, särskild behörighet, SvB/Sv2B, EnA alternativt Svenska 3/Svenska som andraspråk 3 och Engelska 6, samt för ämneslärarexamen med inriktning mot arbete i gymnasieskolan 1\. en generell examen om 180 högskolepoäng på grundnivå inom en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336 och en generell examen om lägst 60 högskolepoäng på avancerad nivå, inom samma huvudområdesgrupp, eller 2\. en yrkesexamen enligt bilaga 1 SFS 2021:1336. Särskild behörighet till utbildningen har också den som har 1\. en äldre generell examen om lägst det antal högskolepoäng som framgår av 12 eller 13 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, 2\. en äldre generell examen om lägst det antal högskolepoäng som sammantaget framgår av 14 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 3\. en äldre yrkesexamen som motsvarar en yrkesexamen enligt bilaga 1 SFS 2021:1336. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till sär",120000,60000,https://www.kau.se/utbildning/program-och-kurser/program/LAKGR?occasion=80621,,True,2026,202636,HT2026-KAU-80621
80622,HT2026,"Kompletterande pedagogisk utbildning 60hp, Samhällskunskap 7-9",Karlstads universitet,Karlstad,Avancerad nivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik",,"**Behörighetskrav** För antagning till Kompletterande pedagogisk utbildning krävs, förutom grundläggande behörighet, särskild behörighet, SvB/Sv2B, EnA alternativt Svenska 3/Svenska som andraspråk 3 och Engelska 6, samt för ämneslärarexamen med inriktning mot arbete i grundskolans årskurs 7-9 1\. en generell examen om 180 högskolepoäng på grundnivå inom en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 2\. en yrkesexamen enligt bilaga 1 SFS 2021:1336. Särskild behörighet till utbildningen har också den som har 1\. en äldre generell examen om lägst det antal högskolepoäng som framgår av 12 eller 13 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, 2\. en äldre generell examen om lägst det antal högskolepoäng som sammantaget framgår av 14 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 3\. en äldre yrkesexamen som motsvarar en yrkesexamen enligt bilaga 1 SFS 2021:1336. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:1336).",120000,60000,https://www.kau.se/utbildning/program-och-kurser/program/LAKH3?occasion=80622,,True,2026,202636,HT2026-KAU-80622
80623,HT2026,"Kompletterande pedagogisk utbildning 60hp, Samhällskunskap gymnasieskolan",Karlstads universitet,Karlstad,Avancerad nivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik",,"Behörighetskrav För antagning till Kompletterande pedagogisk utbildning krävs, förutom grundläggande behörighet, särskild behörighet, SvB/Sv2B, EnA alternativt Svenska 3/Svenska som andraspråk 3 och Engelska 6, samt för ämneslärarexamen med inriktning mot arbete i grundskolans årskurs 7-9 1\. en generell examen om 180 högskolepoäng på grundnivå inom en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 2\. en yrkesexamen enligt bilaga 1 SFS 2021:1336. Särskild behörighet till utbildningen har också den som har 1\. en äldre generell examen om lägst det antal högskolepoäng som framgår av 12 eller 13 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, 2\. en äldre generell examen om lägst det antal högskolepoäng som sammantaget framgår av 14 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 3\. en äldre yrkesexamen som motsvarar en yrkesexamen enligt bilaga 1 SFS 2021:1336. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:1336).",120000,60000,https://www.kau.se/utbildning/program-och-kurser/program/LAKG3?occasion=80623,,True,2026,202636,HT2026-KAU-80623
